LL List Numbers,LL List Words,Short Long List Numbers,Short Long Words,SS List Numbers,SS List Words,12-Bit List Numbers,12-Bit List Word,11-Bit List Number,11-Bit List Word,Reinhold Index Number,Reinhold Index Word
33123,grouped,,,,,#BD8,lUG,,,33123,hire
33124,grout,,,,,#BD9,lUH,,,33124,hirsch
33125,grove,,,,,#BDA,lUJ,,,33125,his
33126,grower,,,,,#BDB,lUK,,,33126,hiss
33131,growing,,,,,#BDC,lUL,,,33131,hit
33132,growl,,,,,#BDD,lUM,,,33132,hitch
33133,grub,,,,,#BDE,lUN,,,33133,hive
33134,grudge,,,,,#BDF,lUP,,,33134,hj
33135,grudging,,,,,#BE0,lUQ,,,33135,hk
33136,grueling,,,,,#BE1,lUR,,,33136,hl
33141,gruffly,,,,,#BE2,lUS,,,33141,hm
33142,grumble,,,,,#BE3,lUT,,,33142,hn
33143,grumbling,,,,,#BE4,lUV,,,33143,ho
33144,grumbly,,,,,#BE5,lUW,,,33144,hoagy
33145,grumpily,,,,,#BE6,lUX,,,33145,hoar
33146,grunge,,,,,#BE7,lUY,,,33146,hoard
33151,grunt,,,,,#BE8,mAB,,,33151,hob
33152,guacamole,,,,,#BE9,mAC,,,33152,hobbs
33153,guidable,,,,,#BEA,mAD,,,33153,hobby
33154,guidance,,,,,#BEB,mAF,,,33154,hobo
33155,guide,,,,,#BEC,mAG,,,33155,hoc
33156,guiding,,,,,#BED,mAH,,,33156,hock
33161,guileless,,,,,#BEE,mAJ,,,33161,hodge
33162,guise,,,,,#BEF,mAK,,,33162,hodges
33163,gulf,,,,,#BF0,mAL,,,33163,hoe
33164,gullible,,,,,#BF1,mAM,,,33164,hoff
33165,gully,,,,,#BF2,mAN,,,33165,hog
33166,gulp,,,,,#BF3,mAP,,,33166,hogan
33211,gumball,,,,,#BF4,mAQ,,,33211,hoi
33212,gumdrop,,,,,#BF5,mAR,,,33212,hokan
33213,gumminess,,,,,#BF6,mAS,,,33213,hold
33214,gumming,,,,,#BF7,mAT,,,33214,holdup
33215,gummy,,,,,#BF8,mAV,,,33215,hole
33216,gurgle,,,,,#BF9,mAW,,,33216,holly
33221,gurgling,,,,,#BFA,mAX,,,33221,holm
33222,guru,,,,,#BFB,mAY,,,33222,holst
33223,gush,,,,,#BFC,mEB,,,33223,holt
33224,gusto,,,,,#BFD,mEC,,,33224,home
33225,gusty,,,,,#BFE,mED,,,33225,homo
33226,gutless,,,,,#BFF,mEF,,,33226,honda
33231,guts,,,,,#C00,mEG,,,33231,hondo
33232,gutter,,,,,#C01,mEH,,,33232,hone
33233,guy,,,,,#C02,mEJ,,,33233,honey
33234,guzzler,,,,,#C03,mEK,,,33234,hong
33235,gyration,,,,,#C04,mEL,,,33235,honk
33236,habitable,,,,,#C05,mEM,,,33236,hooch
33241,habitant,,,,,#C06,mEN,,,33241,hood
33242,habitat,,,,,#C07,mEP,,,33242,hoof
33243,habitual,,,,,#C08,mEQ,,,33243,hook
33244,hacked,,,,,#C09,mER,,,33244,hookup
33245,hacker,,,,,#C0A,mES,,,33245,hoop
33246,hacking,,,,,#C0B,mET,,,33246,hoot
33251,hacksaw,,,,,#C0C,mEV,,,33251,hop
33252,had,,,,,#C0D,mEW,,,33252,hope
33253,haggler,,,,,#C0E,mEX,,,33253,horde
33254,haiku,,,,,#C0F,mEY,,,33254,horn
33255,half,,,,,#C10,mIB,,,33255,horny
33256,halogen,,,,,#C11,mIC,,,33256,horse
33261,halt,,,,,#C12,mID,,,33261,horus
33262,halved,,,,,#C13,mIF,,,33262,hose
33263,halves,,,,,#C14,mIG,,,33263,host
33264,hamburger,,,,,#C15,mIH,,,33264,hot
33265,hamlet,,,,,#C16,mIJ,,,33265,hotbox
33266,hammock,,,,,#C17,mIK,,,33266,hotel
33311,hamper,,,,,#C18,mIL,,,33311,hough
33312,hamster,,,,,#C19,mIM,,,33312,hound
33313,hamstring,,,,,#C1A,mIN,,,33313,hour
33314,handbag,,,,,#C1B,mIP,,,33314,house
33315,handball,,,,,#C1C,mIQ,,,33315,hove
33316,handbook,,,,,#C1D,mIR,,,33316,hovel
33321,handbrake,,,,,#C1E,mIS,,,33321,hover
33322,handcart,,,,,#C1F,mIT,,,33322,how
33323,handclap,,,,,#C20,mIV,,,33323,howdy
33324,handclasp,,,,,#C21,mIW,,,33324,howe
33325,handcraft,,,,,#C22,mIX,,,33325,howl
33326,handcuff,,,,,#C23,mIY,,,33326,hoy
33331,handed,,,,,#C24,mOB,,,33331,hoyt
33332,handful,,,,,#C25,mOC,,,33332,hp
33333,handgrip,,,,,#C26,mOD,,,33333,hq
33334,handgun,,,,,#C27,mOF,,,33334,hr
33335,handheld,,,,,#C28,mOG,,,33335,hs
33336,handiness,,,,,#C29,mOH,,,33336,ht
33341,handiwork,,,,,#C2A,mOJ,,,33341,hu
33342,handlebar,,,,,#C2B,mOK,,,33342,hub
33343,handled,,,,,#C2C,mOL,,,33343,hubbub
33344,handler,,,,,#C2D,mOM,,,33344,hubby
33345,handling,,,,,#C2E,mON,,,33345,huber
33346,handmade,,,,,#C2F,mOP,,,33346,huck
33351,handoff,,,,,#C30,mOQ,,,33351,hue
33352,handpick,,,,,#C31,mOR,,,33352,hued
33353,handprint,,,,,#C32,mOS,,,33353,huff
33354,handrail,,,,,#C33,mOT,,,33354,hug
33355,handsaw,,,,,#C34,mOV,,,33355,huge
33356,handset,,,,,#C35,mOW,,,33356,hugh
33361,handsfree,,,,,#C36,mOX,,,33361,hughes
33362,handshake,,,,,#C37,mOY,,,33362,hugo
33363,handstand,,,,,#C38,mUB,,,33363,huh
33364,handwash,,,,,#C39,mUC,,,33364,hulk
33365,handwork,,,,,#C3A,mUD,,,33365,hull
33366,handwoven,,,,,#C3B,mUF,,,33366,hum
33411,handwrite,,,,,#C3C,mUG,,,33411,human
33412,handyman,,,,,#C3D,mUH,,,33412,humid
33413,hangnail,,,,,#C3E,mUJ,,,33413,hump
33414,hangout,,,,,#C3F,mUK,,,33414,humus
33415,hangover,,,,,#C40,mUL,,,33415,hun
33416,hangup,,,,,#C41,mUM,,,33416,hunch
33421,hankering,,,,,#C42,mUN,,,33421,hung
33422,hankie,,,,,#C43,mUP,,,33422,hunk
33423,hanky,,,,,#C44,mUQ,,,33423,hunt
33424,haphazard,,,,,#C45,mUR,,,33424,hurd
33425,happening,,,,,#C46,mUS,,,33425,hurl
33426,happier,,,,,#C47,mUT,,,33426,huron
33431,happiest,,,,,#C48,mUV,,,33431,hurrah
33432,happily,,,,,#C49,mUW,,,33432,hurry
33433,happiness,,,,,#C4A,mUX,,,33433,hurst
33434,happy,,,,,#C4B,mUY,,,33434,hurt
33435,harbor,,,,,#C4C,nAB,,,33435,hurty
33436,hardcopy,,,,,#C4D,nAC,,,33436,hush
33441,hardcore,,,,,#C4E,nAD,,,33441,husky
33442,hardcover,,,,,#C4F,nAF,,,33442,hut
33443,harddisk,,,,,#C50,nAG,,,33443,hutch
33444,hardened,,,,,#C51,nAH,,,33444,hv
33445,hardener,,,,,#C52,nAJ,,,33445,hw
33446,hardening,,,,,#C53,nAK,,,33446,hx
33451,hardhat,,,,,#C54,nAL,,,33451,hy
33452,hardhead,,,,,#C55,nAM,,,33452,hyde
33453,hardiness,,,,,#C56,nAN,,,33453,hydra
33454,hardly,,,,,#C57,nAP,,,33454,hydro
33455,hardness,,,,,#C58,nAQ,,,33455,hyena
33456,hardship,,,,,#C59,nAR,,,33456,hying
33461,hardware,,,,,#C5A,nAS,,,33461,hyman
33462,hardwired,,,,,#C5B,nAT,,,33462,hymen
33463,hardwood,,,,,#C5C,nAV,,,33463,hymn
33464,hardy,,,,,#C5D,nAW,,,33464,hymnal
33465,harmful,,,,,#C5E,nAX,,,33465,hz
33466,harmless,,,,,#C5F,nAY,,,33466,i
33511,harmonica,,,,,#C60,nEB,,,33511,i'd
33512,harmonics,,,,,#C61,nEC,,,33512,i'll
33513,harmonize,,,,,#C62,nED,,,33513,i'm
33514,harmony,,,,,#C63,nEF,,,33514,i's
33515,harness,,,,,#C64,nEG,,,33515,i've
33516,harpist,,,,,#C65,nEH,,,33516,ia
33521,harsh,,,,,#C66,nEJ,,,33521,iambic
33522,harvest,,,,,#C67,nEK,,,33522,ian
33523,hash,,,,,#C68,nEL,,,33523,ib
33524,hassle,,,,,#C69,nEM,,,33524,ibex
33525,haste,,,,,#C6A,nEN,,,33525,ibid
33526,hastily,,,,,#C6B,nEP,,,33526,ibis
33531,hastiness,,,,,#C6C,nEQ,,,33531,ibm
33532,hasty,,,,,#C6D,nER,,,33532,ibn
33533,hatbox,,,,,#C6E,nES,,,33533,ic
33534,hatchback,,,,,#C6F,nET,,,33534,icc
33535,hatchery,,,,,#C70,nEV,,,33535,ice
33536,hatchet,,,,,#C71,nEW,,,33536,icing
33541,hatching,,,,,#C72,nEX,,,33541,icky
33542,hatchling,,,,,#C73,nEY,,,33542,icon
33543,hate,,,,,#C74,nIB,,,33543,icy
33544,hatless,,,,,#C75,nIC,,,33544,id
33545,hatred,,,,,#C76,nID,,,33545,ida
33546,haunt,,,,,#C77,nIF,,,33546,idaho
33551,haven,,,,,#C78,nIG,,,33551,idea
33552,hazard,,,,,#C79,nIH,,,33552,ideal
33553,hazelnut,,,,,#C7A,nIJ,,,33553,idiom
33554,hazily,,,,,#C7B,nIK,,,33554,idiot
33555,haziness,,,,,#C7C,nIL,,,33555,idle
33556,hazing,,,,,#C7D,nIM,,,33556,idol
33561,hazy,,,,,#C7E,nIN,,,33561,idyll
33562,headache,,,,,#C7F,nIP,,,33562,ie
33563,headband,,,,,#C80,nIQ,,,33563,ieee
33564,headboard,,,,,#C81,nIR,,,33564,if
33565,headcount,,,,,#C82,nIS,,,33565,iffy
33566,headdress,,,,,#C83,nIT,,,33566,ifni
33611,headed,,,,,#C84,nIV,,,33611,ig
33612,header,,,,,#C85,nIW,,,33612,igloo
33613,headfirst,,,,,#C86,nIX,,,33613,igor
33614,headgear,,,,,#C87,nIY,,,33614,ih
33615,heading,,,,,#C88,nOB,,,33615,ii
33616,headlamp,,,,,#C89,nOC,,,33616,iii
33621,headless,,,,,#C8A,nOD,,,33621,iiii
33622,headlock,,,,,#C8B,nOF,,,33622,ij
33623,headphone,,,,,#C8C,nOG,,,33623,ijk
33624,headpiece,,,,,#C8D,nOH,,,33624,ik
33625,headrest,,,,,#C8E,nOJ,,,33625,ike
33626,headroom,,,,,#C8F,nOK,,,33626,il
33631,headscarf,,,,,#C90,nOL,,,33631,ileum
33632,headset,,,,,#C91,nOM,,,33632,iliac
33633,headsman,,,,,#C92,nON,,,33633,iliad
33634,headstand,,,,,#C93,nOP,,,33634,ill
33635,headstone,,,,,#C94,nOQ,,,33635,illume
33636,headway,,,,,#C95,nOR,,,33636,ilona
33641,headwear,,,,,#C96,nOS,,,33641,im
33642,heap,,,,,#C97,nOT,,,33642,image
33643,heat,,,,,#C98,nOV,,,33643,imbue
33644,heave,,,,,#C99,nOW,,,33644,imp
33645,heavily,,,,,#C9A,nOX,,,33645,impel
33646,heaviness,,,,,#C9B,nOY,,,33646,import
33651,heaving,,,,,#C9C,nUB,,,33651,impute
33652,hedge,,,,,#C9D,nUC,,,33652,in
33653,hedging,,,,,#C9E,nUD,,,33653,inane
33654,heftiness,,,,,#C9F,nUF,,,33654,inapt
33655,hefty,,,,,#CA0,nUG,,,33655,inc
33656,helium,,,,,#CA1,nUH,,,33656,inca
33661,helmet,,,,,#CA2,nUJ,,,33661,incest
33662,helper,,,,,#CA3,nUK,,,33662,inch
33663,helpful,,,,,#CA4,nUL,,,33663,incur
33664,helping,,,,,#CA5,nUM,,,33664,index
33665,helpless,,,,,#CA6,nUN,,,33665,india
33666,helpline,,,,,#CA7,nUP,,,33666,indies
34111,hemlock,,,,,#CA8,nUQ,,,34111,indy
34112,hemstitch,,,,,#CA9,nUR,,,34112,inept
34113,hence,,,,,#CAA,nUS,,,34113,inert
34114,henchman,,,,,#CAB,nUT,,,34114,infect
34115,henna,,,,,#CAC,nUV,,,34115,infer
34116,herald,,,,,#CAD,nUW,,,34116,infima
34121,herbal,,,,,#CAE,nUX,,,34121,infix
34122,herbicide,,,,,#CAF,nUY,,,34122,infra
34123,herbs,,,,,#CB0,pAB,,,34123,ingot
34124,heritage,,,,,#CB1,pAC,,,34124,inhere
34125,hermit,,,,,#CB2,pAD,,,34125,injun
34126,heroics,,,,,#CB3,pAF,,,34126,ink
34131,heroism,,,,,#CB4,pAG,,,34131,inlay
34132,herring,,,,,#CB5,pAH,,,34132,inlet
34133,herself,,,,,#CB6,pAJ,,,34133,inman
34134,hertz,,,,,#CB7,pAK,,,34134,inn
34135,hesitancy,,,,,#CB8,pAL,,,34135,inner
34136,hesitant,,,,,#CB9,pAM,,,34136,input
34141,hesitate,,,,,#CBA,pAN,,,34141,insect
34142,hexagon,,,,,#CBB,pAP,,,34142,inset
34143,hexagram,,,,,#CBC,pAQ,,,34143,insult
34144,hubcap,,,,,#CBD,pAR,,,34144,intend
34145,huddle,,,,,#CBE,pAS,,,34145,inter
34146,huddling,,,,,#CBF,pAT,,,34146,into
34151,huff,,,,,#CC0,pAV,,,34151,inure
34152,hug,,,,,#CC1,pAW,,,34152,invoke
34153,hula,,,,,#CC2,pAX,,,34153,io
34154,hulk,,,,,#CC3,pAY,,,34154,ion
34155,hull,,,,,#CC4,pEB,,,34155,ionic
34156,human,,,,,#CC5,pEC,,,34156,iota
34161,humble,,,,,#CC6,pED,,,34161,iowa
34162,humbling,,,,,#CC7,pEF,,,34162,ip
34163,humbly,,,,,#CC8,pEG,,,34163,ipso
34164,humid,,,,,#CC9,pEH,,,34164,iq
34165,humiliate,,,,,#CCA,pEJ,,,34165,ir
34166,humility,,,,,#CCB,pEK,,,34166,ira
34211,humming,,,,,#CCC,pEL,,,34211,iran
34212,hummus,,,,,#CCD,pEM,,,34212,iraq
34213,humongous,,,,,#CCE,pEN,,,34213,irate
34214,humorist,,,,,#CCF,pEP,,,34214,ire
34215,humorless,,,,,#CD0,pEQ,,,34215,irene
34216,humorous,,,,,#CD1,pER,,,34216,iris
34221,humpback,,,,,#CD2,pES,,,34221,irish
34222,humped,,,,,#CD3,pET,,,34222,irk
34223,humvee,,,,,#CD4,pEV,,,34223,irma
34224,hunchback,,,,,#CD5,pEW,,,34224,iron
34225,hundredth,,,,,#CD6,pEX,,,34225,irony
34226,hunger,,,,,#CD7,pEY,,,34226,irs
34231,hungrily,,,,,#CD8,pIB,,,34231,irvin
34232,hungry,,,,,#CD9,pIC,,,34232,irwin
34233,hunk,,,,,#CDA,pID,,,34233,is
34234,hunter,,,,,#CDB,pIF,,,34234,isaac
34235,hunting,,,,,#CDC,pIG,,,34235,isabel
34236,huntress,,,,,#CDD,pIH,,,34236,ising
34241,huntsman,,,,,#CDE,pIJ,,,34241,isis
34242,hurdle,,,,,#CDF,pIK,,,34242,islam
34243,hurled,,,,,#CE0,pIL,,,34243,island
34244,hurler,,,,,#CE1,pIM,,,34244,isle
34245,hurling,,,,,#CE2,pIN,,,34245,isn't
34246,hurray,,,,,#CE3,pIP,,,34246,israel
34251,hurricane,,,,,#CE4,pIQ,,,34251,issue
34252,hurried,,,,,#CE5,pIR,,,34252,it
34253,hurry,,,,,#CE6,pIS,,,34253,it&t
34254,hurt,,,,,#CE7,pIT,,,34254,it'd
34255,husband,,,,,#CE8,pIV,,,34255,it'll
34256,hush,,,,,#CE9,pIW,,,34256,italy
34261,husked,,,,,#CEA,pIX,,,34261,itch
34262,huskiness,,,,,#CEB,pIY,,,34262,item
34263,hut,,,,,#CEC,pOB,,,34263,ito
34264,hybrid,,,,,#CED,pOC,,,34264,itt
34265,hydrant,,,,,#CEE,pOD,,,34265,iu
34266,hydrated,,,,,#CEF,pOF,,,34266,iv
34311,hydration,,,,,#CF0,pOG,,,34311,ivan
34312,hydrogen,,,,,#CF1,pOH,,,34312,ive
34313,hydroxide,,,,,#CF2,pOJ,,,34313,ivory
34314,hyperlink,,,,,#CF3,pOK,,,34314,ivy
34315,hypertext,,,,,#CF4,pOL,,,34315,iw
34316,hyphen,,,,,#CF5,pOM,,,34316,ix
34321,hypnoses,,,,,#CF6,pON,,,34321,iy
34322,hypnosis,,,,,#CF7,pOP,,,34322,iz
34323,hypnotic,,,,,#CF8,pOQ,,,34323,j
34324,hypnotism,,,,,#CF9,pOR,,,34324,j's
34325,hypnotist,,,,,#CFA,pOS,,,34325,ja
34326,hypnotize,,,,,#CFB,pOT,,,34326,jab
34331,hypocrisy,,,,,#CFC,pOV,,,34331,jack
34332,hypocrite,,,,,#CFD,pOW,,,34332,jacky
34333,ibuprofen,,,,,#CFE,pOX,,,34333,jacm
34334,ice,,,,,#CFF,pOY,,,34334,jacob
34335,iciness,,,,,#D00,pUB,,,34335,jacobi
34336,icing,,,,,#D01,pUC,,,34336,jade
34341,icky,,,,,#D02,pUD,,,34341,jag
34342,icon,,,,,#D03,pUF,,,34342,jail
34343,icy,,,,,#D04,pUG,,,34343,jaime
34344,idealism,,,,,#D05,pUH,,,34344,jake
34345,idealist,,,,,#D06,pUJ,,,34345,jam
34346,idealize,,,,,#D07,pUK,,,34346,james
34351,ideally,,,,,#D08,pUL,,,34351,jan
34352,idealness,,,,,#D09,pUM,,,34352,jane
34353,identical,,,,,#D0A,pUN,,,34353,janet
34354,identify,,,,,#D0B,pUP,,,34354,janos
34355,identity,,,,,#D0C,pUQ,,,34355,janus
34356,ideology,,,,,#D0D,pUR,,,34356,japan
34361,idiocy,,,,,#D0E,pUS,,,34361,jar
34362,idiom,,,,,#D0F,pUT,,,34362,jason
34363,idly,,,,,#D10,pUV,,,34363,java
34364,igloo,,,,,#D11,pUW,,,34364,jaw
34365,ignition,,,,,#D12,pUX,,,34365,jay
34366,ignore,,,,,#D13,pUY,,,34366,jazz
34411,iguana,,,,,#D14,qAB,,,34411,jazzy
34412,illicitly,,,,,#D15,qAC,,,34412,jb
34413,illusion,,,,,#D16,qAD,,,34413,jc
34414,illusive,,,,,#D17,qAF,,,34414,jd
34415,image,,,,,#D18,qAG,,,34415,je
34416,imaginary,,,,,#D19,qAH,,,34416,jean
34421,imagines,,,,,#D1A,qAJ,,,34421,jed
34422,imaging,,,,,#D1B,qAK,,,34422,jeep
34423,imbecile,,,,,#D1C,qAL,,,34423,jeff
34424,imitate,,,,,#D1D,qAM,,,34424,jejune
34425,imitation,,,,,#D1E,qAN,,,34425,jelly
34426,immature,,,,,#D1F,qAP,,,34426,jenny
34431,immerse,,,,,#D20,qAQ,,,34431,jeres
34432,immersion,,,,,#D21,qAR,,,34432,jerk
34433,imminent,,,,,#D22,qAS,,,34433,jerky
34434,immobile,,,,,#D23,qAT,,,34434,jerry
34435,immodest,,,,,#D24,qAV,,,34435,jersey
34436,immorally,,,,,#D25,qAW,,,34436,jess
34441,immortal,,,,,#D26,qAX,,,34441,jesse
34442,immovable,,,,,#D27,qAY,,,34442,jest
34443,immovably,,,,,#D28,qEB,,,34443,jesus
34444,immunity,,,,,#D29,qEC,,,34444,jet
34445,immunize,,,,,#D2A,qED,,,34445,jew
34446,impaired,,,,,#D2B,qEF,,,34446,jewel
34451,impale,,,,,#D2C,qEG,,,34451,jewett
34452,impart,,,,,#D2D,qEH,,,34452,jewish
34453,impatient,,,,,#D2E,qEJ,,,34453,jf
34454,impeach,,,,,#D2F,qEK,,,34454,jg
34455,impeding,,,,,#D30,qEL,,,34455,jh
34456,impending,,,,,#D31,qEM,,,34456,ji
34461,imperfect,,,,,#D32,qEN,,,34461,jibe
34462,imperial,,,,,#D33,qEP,,,34462,jiffy
34463,impish,,,,,#D34,qEQ,,,34463,jig
34464,implant,,,,,#D35,qER,,,34464,jill
34465,implement,,,,,#D36,qES,,,34465,jilt
34466,implicate,,,,,#D37,qET,,,34466,jim
34511,implicit,,,,,#D38,qEV,,,34511,jimmy
34512,implode,,,,,#D39,qEW,,,34512,jinx
34513,implosion,,,,,#D3A,qEX,,,34513,jive
34514,implosive,,,,,#D3B,qEY,,,34514,jj
34515,imply,,,,,#D3C,qIB,,,34515,jjj
34516,impolite,,,,,#D3D,qIC,,,34516,jjjj
34521,important,,,,,#D3E,qID,,,34521,jk
34522,importer,,,,,#D3F,qIF,,,34522,jkl
34523,impose,,,,,#D40,qIG,,,34523,jl
34524,imposing,,,,,#D41,qIH,,,34524,jm
34525,impotence,,,,,#D42,qIJ,,,34525,jn
34526,impotency,,,,,#D43,qIK,,,34526,jo
34531,impotent,,,,,#D44,qIL,,,34531,joan
34532,impound,,,,,#D45,qIM,,,34532,job
34533,imprecise,,,,,#D46,qIN,,,34533,jock
34534,imprint,,,,,#D47,qIP,,,34534,jockey
34535,imprison,,,,,#D48,qIQ,,,34535,joe
34536,impromptu,,,,,#D49,qIR,,,34536,joel
34541,improper,,,,,#D4A,qIS,,,34541,joey
34542,improve,,,,,#D4B,qIT,,,34542,jog
34543,improving,,,,,#D4C,qIV,,,34543,john
34544,improvise,,,,,#D4D,qIW,,,34544,johns
34545,imprudent,,,,,#D4E,qIX,,,34545,join
34546,impulse,,,,,#D4F,qIY,,,34546,joint
34551,impulsive,,,,,#D50,qOB,,,34551,joke
34552,impure,,,,,#D51,qOC,,,34552,jolla
34553,impurity,,,,,#D52,qOD,,,34553,jolly
34554,iodine,,,,,#D53,qOF,,,34554,jolt
34555,iodize,,,,,#D54,qOG,,,34555,jon
34556,ion,,,,,#D55,qOH,,,34556,jonas
34561,ipad,,,,,#D56,qOJ,,,34561,jones
34562,iphone,,,,,#D57,qOK,,,34562,jorge
34563,ipod,,,,,#D58,qOL,,,34563,jose
34564,irate,,,,,#D59,qOM,,,34564,josef
34565,irk,,,,,#D5A,qON,,,34565,joshua
34566,iron,,,,,#D5B,qOP,,,34566,joss
34611,irregular,,,,,#D5C,qOQ,,,34611,jostle
34612,irrigate,,,,,#D5D,qOR,,,34612,jot
34613,irritable,,,,,#D5E,qOS,,,34613,joule
34614,irritably,,,,,#D5F,qOT,,,34614,joust
34615,irritant,,,,,#D60,qOV,,,34615,jove
34616,irritate,,,,,#D61,qOW,,,34616,jowl
34621,islamic,,,,,#D62,qOX,,,34621,jowly
34622,islamist,,,,,#D63,qOY,,,34622,joy
34623,isolated,,,,,#D64,qUB,,,34623,joyce
34624,isolating,,,,,#D65,qUC,,,34624,jp
34625,isolation,,,,,#D66,qUD,,,34625,jq
34626,isotope,,,,,#D67,qUF,,,34626,jr
34631,issue,,,,,#D68,qUG,,,34631,js
34632,issuing,,,,,#D69,qUH,,,34632,jt
34633,italicize,,,,,#D6A,qUJ,,,34633,ju
34634,italics,,,,,#D6B,qUK,,,34634,juan
34635,item,,,,,#D6C,qUL,,,34635,judas
34636,itinerary,,,,,#D6D,qUM,,,34636,judd
34641,itunes,,,,,#D6E,qUN,,,34641,jude
34642,ivory,,,,,#D6F,qUP,,,34642,judge
34643,ivy,,,,,#D70,qUQ,,,34643,judo
34644,jab,,,,,#D71,qUR,,,34644,judy
34645,jackal,,,,,#D72,qUS,,,34645,jug
34646,jacket,,,,,#D73,qUT,,,34646,juggle
34651,jackknife,,,,,#D74,qUV,,,34651,juice
34652,jackpot,,,,,#D75,qUW,,,34652,juicy
34653,jailbird,,,,,#D76,qUX,,,34653,juju
34654,jailbreak,,,,,#D77,qUY,,,34654,juke
34655,jailer,,,,,#D78,rAB,,,34655,jukes
34656,jailhouse,,,,,#D79,rAC,,,34656,julep
34661,jalapeno,,,,,#D7A,rAD,,,34661,jules
34662,jam,,,,,#D7B,rAF,,,34662,julia
34663,janitor,,,,,#D7C,rAG,,,34663,julie
34664,january,,,,,#D7D,rAH,,,34664,julio
34665,jargon,,,,,#D7E,rAJ,,,34665,july
34666,jarring,,,,,#D7F,rAK,,,34666,jumbo
35111,jasmine,,,,,#D80,rAL,,,35111,jump
35112,jaundice,,,,,#D81,rAM,,,35112,jumpy
35113,jaunt,,,,,#D82,rAN,,,35113,junco
35114,java,,,,,#D83,rAP,,,35114,june
35115,jawed,,,,,#D84,rAQ,,,35115,junk
35116,jawless,,,,,#D85,rAR,,,35116,junky
35121,jawline,,,,,#D86,rAS,,,35121,juno
35122,jaws,,,,,#D87,rAT,,,35122,junta
35123,jaybird,,,,,#D88,rAV,,,35123,jura
35124,jaywalker,,,,,#D89,rAW,,,35124,jure
35125,jazz,,,,,#D8A,rAX,,,35125,juror
35126,jeep,,,,,#D8B,rAY,,,35126,jury
35131,jeeringly,,,,,#D8C,rEB,,,35131,just
35132,jellied,,,,,#D8D,rEC,,,35132,jut
35133,jelly,,,,,#D8E,rED,,,35133,jute
35134,jersey,,,,,#D8F,rEF,,,35134,jv
35135,jester,,,,,#D90,rEG,,,35135,jw
35136,jet,,,,,#D91,rEH,,,35136,jx
35141,jiffy,,,,,#D92,rEJ,,,35141,jy
35142,jigsaw,,,,,#D93,rEK,,,35142,jz
35143,jimmy,,,,,#D94,rEL,,,35143,k
35144,jingle,,,,,#D95,rEM,,,35144,k's
35145,jingling,,,,,#D96,rEN,,,35145,ka
35146,jinx,,,,,#D97,rEP,,,35146,kabul
35151,jitters,,,,,#D98,rEQ,,,35151,kafka
35152,jittery,,,,,#D99,rER,,,35152,kahn
35153,job,,,,,#D9A,rES,,,35153,kajar
35154,jockey,,,,,#D9B,rET,,,35154,kale
35155,jockstrap,,,,,#D9C,rEV,,,35155,kalmia
35156,jogger,,,,,#D9D,rEW,,,35156,kane
35161,jogging,,,,,#D9E,rEX,,,35161,kant
35162,john,,,,,#D9F,rEY,,,35162,kapok
35163,joining,,,,,#DA0,rIB,,,35163,kappa
35164,jokester,,,,,#DA1,rIC,,,35164,karate
35165,jokingly,,,,,#DA2,rID,,,35165,karen
35166,jolliness,,,,,#DA3,rIF,,,35166,karl
35211,jolly,,,,,#DA4,rIG,,,35211,karma
35212,jolt,,,,,#DA5,rIH,,,35212,karol
35213,jot,,,,,#DA6,rIJ,,,35213,karp
35214,jovial,,,,,#DA7,rIK,,,35214,kate
35215,joyfully,,,,,#DA8,rIL,,,35215,kathy
35216,joylessly,,,,,#DA9,rIM,,,35216,katie
35221,joyous,,,,,#DAA,rIN,,,35221,katz
35222,joyride,,,,,#DAB,rIP,,,35222,kava
35223,joystick,,,,,#DAC,rIQ,,,35223,kay
35224,jubilance,,,,,#DAD,rIR,,,35224,kayo
35225,jubilant,,,,,#DAE,rIS,,,35225,kazoo
35226,judge,,,,,#DAF,rIT,,,35226,kb
35231,judgingly,,,,,#DB0,rIV,,,35231,kc
35232,judicial,,,,,#DB1,rIW,,,35232,kd
35233,judiciary,,,,,#DB2,rIX,,,35233,ke
35234,judo,,,,,#DB3,rIY,,,35234,keats
35235,juggle,,,,,#DB4,rOB,,,35235,keel
35236,juggling,,,,,#DB5,rOC,,,35236,keen
35241,jugular,,,,,#DB6,rOD,,,35241,keep
35242,juice,,,,,#DB7,rOF,,,35242,keg
35243,juiciness,,,,,#DB8,rOG,,,35243,keith
35244,juicy,,,,,#DB9,rOH,,,35244,keller
35245,jujitsu,,,,,#DBA,rOJ,,,35245,kelly
35246,jukebox,,,,,#DBB,rOK,,,35246,kelp
35251,july,,,,,#DBC,rOL,,,35251,kemp
35252,jumble,,,,,#DBD,rOM,,,35252,ken
35253,jumbo,,,,,#DBE,rON,,,35253,keno
35254,jump,,,,,#DBF,rOP,,,35254,kent
35255,junction,,,,,#DC0,rOQ,,,35255,kenya
35256,juncture,,,,,#DC1,rOR,,,35256,kepler
35261,june,,,,,#DC2,rOS,,,35261,kept
35262,junior,,,,,#DC3,rOT,,,35262,kern
35263,juniper,,,,,#DC4,rOV,,,35263,kerr
35264,junkie,,,,,#DC5,rOW,,,35264,kerry
35265,junkman,,,,,#DC6,rOX,,,35265,ketch
35266,junkyard,,,,,#DC7,rOY,,,35266,kevin
